position	mod	avg_n_valid_cov	gene_id	region	half_life	mean_CPM	mean_stoich	tail_group	tail_length
3_16910802_16910803	m6A	65	AT3G46010	5'UTR	1560.043861	174.408175700718	0.0347846736383407	medium	92
3_8195563_8195564	m6A	270	AT3G23050	CDS	435.2486518	125.049766419388	0.00615640867405947	short	0
1_27304555_27304556	m6A	137.5	AT1G72510	3'UTR	43.79368164	65.5343543243254	0.00826645735330082	long	129
4_8242663_8242664	m6A	606.5	AT4G14320	3'UTR	683.2563446	452.861223808229	0.0160936228093785	long	156
1_11695543_11695544	m6A	27	AT1G32410	3'UTR	1496.785619	28.0948238375193	0.211232481471875	short	45
5_4825339_4825340	m6A	155	AT5G14910	3'UTR	288.7342105	215.399742083613	0.00673373533920963	short	27
1_18035978_18035979	m6A	79.5	AT1G48750	5'UTR	63.11982772	0	0.011536545128171	short	50
5_25672695_25672696	m6A	93.5	AT5G64170	3'UTR	120.8938772	44.21639199166	0.0323377621373368	long	121
2_10862322_10862323	m6A	19	AT2G25520	3'UTR	334.0605381	95.2354925028404	0.0827601954092698	medium	59
3_8475841_8475842	m6A	44	AT3G23600	3'UTR	3094.049588	140.615538860137	0.0310700969876962	short	42
2_19447036_19447037	m6A	2714	AT2G47400	CDS	236.6130615	1509.78220602151	0.00260143800029848	short	29
1_5415003_5415004	m6A	57.5	AT1G15750	3'UTR	176.2774377	25.1691705212518	0.181863389598898	long	136
1_7181225_7181226	m6A	189	AT1G20696	3'UTR	825.8663816	175.089058139235	0.0113120668033045	long	124
3_6613774_6613775	m6A	23.5	AT3G19130	CDS	111.5787207	41.6745168317337	0.252895067310695	short	20
1_29932535_29932536	m6A	16	AT1G79560	3'UTR	200.9544264	24.5589979190052	0.253911742889482	long	135
4_2738866_2738867	m6A	76	AT4G05390	CDS	80.3372409	33.7481429284971	0.0721693982333754	medium	72
3_2204800_2204801	m6A	14.5	AT3G06980	3'UTR	103.5350669	31.2912425419355	0.150796180648748	medium	81
2_1698440_1698441	m6A	43	AT2G04842	3'UTR	142.4918168	42.7251584291779	0.0881810815913348	medium	63
5_17979652_17979653	m6A	387	AT5G44580	CDS	709.2873552	249.123737098245	0.00835202140171714	long	117
5_19331283_19331284	m6A	16.5	AT5G47710	3'UTR	85.32090641	16.2204389550791	0.354757078291516	medium	74
2_10829980_10829981	m6A	88.5	AT2G25450	3'UTR	290.703745	401.678166646128	0.00364949713872246	short	43
3_5802713_5802714	m6A	222	AT3G17020	3'UTR	5476.984242	139.465903491914	0.113774729038351	long	134
1_27304555_27304556	m6A	137.5	AT1G72510	3'UTR	43.79368164	65.5343543243254	0.00826645735330082	medium	95
1_4761263_4761264	m6A	1192	AT1G13930	CDS	421.6928457	1914.23633427008	0.00129189519944002	long	107
5_26061388_26061389	m6A	928.5	AT5G65220	CDS	249.65552	567.014469096029	0.00218221227714483	short	8
1_6462183_6462184	m6A	222	AT1G18730	3'UTR	108.8010221	137.929496382775	0.0323918248534035	long	105
2_11343542_11343543	m6A	134	AT2G26670	3'UTR	418.7844633	82.4377437282427	0.0980528722986354	medium	94
4_9587707_9587708	m6A	254.5	AT4G17040	CDS	273.5795214	119.87934222537	0.0266860324038871	medium	51
5_8865385_8865386	m6A	295	AT5G25460	CDS	228.8941521	159.777841109059	0.00650757849383159	short	34
4_8242732_8242733	m6A	562	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	long	105
1_10735785_10735786	m6A	49	AT1G30400	CDS	134.3027605	47.0994964363251	0.0330540376364318	short	23
5_4945464_4945465	m6A	293	AT5G15230	CDS	66.44087369	219.743728145931	0.00562876441486146	long	148
5_19164232_19164233	m6A	13	AT5G47190	3'UTR	173.6774531	234.901451546633	0.03570051588307	long	124
2_9451740_9451741	m6A	89	AT2G22240	3'UTR	485.6702077	59.0587331222897	0.113771601391667	short	20
5_4825256_4825257	m6A	270	AT5G14910	3'UTR	288.7342105	215.399742083613	0.00673373533920963	long	154
1_7233424_7233425	m6A	83	AT1G20810	3'UTR	73.9609673	36.2050433150588	0.0152654363180679	medium	60
3_7771984_7771985	m6A	99	AT3G22060	CDS	459.7728238	54.2177101957579	0.0342939460300783	short	25
5_22688321_22688322	m6A	196	AT5G56030	CDS	258.4720013	185.104641280427	0.00968253955600934	short	28
4_10943120_10943121	m6A	529	AT4G20260	CDS	108.1025453	146.438561558164	0.0164788586875326	short	19
1_10286568_10286569	m6A	43.5	AT1G29390	CDS	524.3613007	55.2238578811187	0.207694929577071	medium	61
4_5931297_5931298	m6A	95	AT4G09350	3'UTR	42.54258306	37.5830181696681	0.0825173041004566	medium	100
2_1823408_1823409	m6A	7795.5	AT2G05100	3'UTR	126.7452105	3099.94157307662	0.000740499311964253	medium	94
5_4825339_4825340	m6A	155	AT5G14910	3'UTR	288.7342105	215.399742083613	0.00673373533920963	medium	55
3_5595116_5595117	m6A	706	AT3G16460	CDS	564.909565	182.169037038953	0.00385564922875592	long	113
5_2820934_2820935	m6A	202	AT5G08670	CDS	13208.10318	266.790792733882	0.0449199657825447	long	114
5_17979652_17979653	m6A	387	AT5G44580	CDS	709.2873552	249.123737098245	0.00835202140171714	short	48
5_8034812_8034813	m6A	74	AT5G23830	3'UTR	43777397600	23.876047470167	0.0579183404368077	medium	52
4_9587707_9587708	m6A	254.5	AT4G17040	CDS	273.5795214	119.87934222537	0.0266860324038871	short	44
3_21428704_21428705	m6A	293	AT3G57870	3'UTR	261.2261069	128.316894960075	0.00660937091004275	short	45
1_19856716_19856717	m6A	319	AT1G53240	CDS	401.178527	343.93083456282	0.0352472932663781	medium	80
1_14158550_14158551	m6A	326	AT1G37130	5'UTR	23.47065464	189.010226357868	0.00320176039871788	medium	96
1_9315855_9315856	m6A	311	AT1G26880	CDS	187.1848151	307.483309794121	0.160666663176303	long	116
1_10286301_10286302	m6A	35	AT1G29390	3'UTR	524.3613007	55.2238578811187	0.207694929577071	long	157
1_7007833_7007834	m6A	46	AT1G20225	3'UTR	303.9871562	39.3590361177128	0.249699037052633	short	33
5_20878688_20878689	m6A	74	AT5G51400	3'UTR	71.1483649	48.0652862302449	0.145707887908213	medium	75
5_6973139_6973140	m6A	64.5	AT5G20620	3'UTR	3071.974067	45.6932376472077	0.198638367997514	short	24
2_10123789_10123790	m6A	40	AT2G23780	CDS	99.67935308	31.9014151441821	0.190172619789758	long	111
1_5711807_5711808	m6A	107.5	AT1G16700	3'UTR	2348.683006	59.9679550471932	0.0423882139906481	long	105
3_198743_198744	m6A	16.5	AT3G01510	3'UTR	340.9753919	17.1720867817448	0.358421861178796	medium	90
2_12359102_12359103	m6A	273.5	AT2G28800	CDS	338.547383	217.260611835182	0.0260120372722821	short	22
3_2826142_2826143	m6A	78	AT3G09210	CDS	116.0359834	75.962122526207	0.0973162293802353	medium	53
2_7564896_7564897	m6A	133	AT2G17420	CDS	457.243995	95.1930666010781	0.00668711536663047	medium	72
5_23079829_23079830	m6A	65	AT5G57030	3'UTR	77.80634541	44.6850219515256	0.124055030716417	short	43
3_5595116_5595117	m6A	706	AT3G16460	CDS	564.909565	182.169037038953	0.00385564922875592	short	42
1_28152008_28152009	m6A	108	AT1G74960	3'UTR	255.2546172	68.7894089080791	0.0142947496458268	medium	58
5_21413904_21413905	m6A	170	AT5G52840	CDS	1264.279009	136.561873490887	0.00721142419885775	long	141
5_18731500_18731501	m6A	37.5	AT5G46210	3'UTR	369.9485429	41.3754675090768	0.251192553263787	long	144
5_6836438_6836439	m6A	221	AT5G20250	CDS	54.0029026	45.5942438764291	0.0150168857651496	long	132
3_22034053_22034054	m6A	35	AT3G59650	3'UTR	111.3881205	36.5748024739861	0.252928244327839	short	17
5_2820934_2820935	m6A	202	AT5G08670	CDS	13208.10318	266.790792733882	0.0449199657825447	medium	83
3_1330710_1330711	m6A	518	AT3G04840	CDS	346.3373088	440.588795832353	0.023138122881131	short	22
1_12030195_12030196	m6A	24.5	AT1G33170	CDS	285.9207041	18.5217777018459	0.26469412641172	medium	60
4_6719609_6719610	m6A	39.5	AT4G10970	3'UTR	88.96412012	26.9876143710587	0.325225752537517	long	140
1_19884056_19884057	m6A	66.5	AT1G53310	3'UTR	1826.728863	78.0209798193333	0.0300562132995375	short	42
1_28780192_28780193	m6A	96.5	AT1G76690	CDS	85.54871807	42.909004003481	0.030157848271465	long	102
4_8093189_8093190	m6A	90.5	AT4G14010	CDS	111.2831861	0	0.0113083420027646	medium	66
5_627090_627091	m6A	16.5	AT5G02770	3'UTR	119.6589931	54.08836448015	0.221454065716701	long	158
2_6934408_6934409	m6A	59.5	AT2G15910	3'UTR	82.33343277	55.7899835133987	0.194642891655244	long	111
2_9244782_9244783	m6A	68.5	AT2G21600	3'UTR	171.0519572	38.9892769587855	0.211498766561323	medium	97
5_22684054_22684055	m6A	155	AT5G56010	3'UTR	296.7703572	161.426581351817	0.0108277986813692	medium	56
2_6934408_6934409	m6A	59.5	AT2G15910	3'UTR	82.33343277	55.7899835133987	0.194642891655244	short	37
1_29641949_29641950	m6A	333.5	AT1G78850	3'UTR	226.3202974	336.384225765122	0.00353071831914841	short	18
1_633194_633195	m6A	24	AT1G02850	3'UTR	4394.16805	54.8844506670209	0.138940216416193	long	147
5_8034812_8034813	m6A	74	AT5G23830	3'UTR	43777397600	23.876047470167	0.0579183404368077	long	108
4_8242732_8242733	m6A	562	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	long	143
3_3854676_3854677	m6A	15	AT3G12100	3'UTR	110.2654091	5.7098869599942	0.36983016983017	long	121
1_18237167_18237168	m6A	43.5	AT1G49300	3'UTR	210.6300066	45.8205153524944	0.0375481386392811	long	102
2_17911046_17911047	m6A	23	AT2G43070	3'UTR	184.1123758	19.5724192992902	0.0378571428571429	short	22
3_2826142_2826143	m6A	78	AT3G09210	CDS	116.0359834	75.962122526207	0.0973162293802353	medium	67
1_17908432_17908433	m6A	130	AT1G48440	3'UTR	179.144885	142.634038261822	0.143908172998557	short	19
2_15836794_15836795	m6A	69	AT2G37770	3'UTR	94.09932955	118.246811960187	0.123588970860768	long	140
4_13286022_13286023	m6A	302	AT4G26230	5'UTR	108.6738445	268.001605214523	0.00410172348936684	medium	87
5_627090_627091	m6A	16.5	AT5G02770	3'UTR	119.6589931	54.08836448015	0.221454065716701	long	176
5_22555069_22555070	m6A	146.5	AT5G55710	CDS	81.70123511	66.4563608496093	0.0589166976846343	short	50
2_15168757_15168758	m6A	226	AT2G36145	CDS	185.0464089	93.516042423812	0.0907461865505856	medium	61
1_11602102_11602103	m6A	93.5	AT1G32200	3'UTR	163.174097	47.6106752677931	0.128116430534996	short	43
1_10258376_10258377	m6A	27.5	AT1G29330	3'UTR	130.1010195	27.6260709078134	0.48957066872288	medium	88
2_15836794_15836795	m6A	69	AT2G37770	3'UTR	94.09932955	118.246811960187	0.123588970860768	medium	51
3_2454746_2454747	m6A	29.5	AT3G07670	3'UTR	80.72969681	27.0300402728209	0.245930299928852	short	29
1_5515893_5515894	m6A	236	AT1G16080	3'UTR	158.0484817	126.213543754865	0.011990204157745	medium	83
2_11291209_11291210	m6A	30.5	AT2G26550	3'UTR	102.1217856	19.4875674957657	0.169949716877524	short	26
1_5727097_5727098	m6A	67	AT1G16730	CDS	117.3477973	38.1337135189909	0.0892906506761358	medium	68
1_5489909_5489910	m6A	252	AT1G15980	CDS	137.2240473	142.519889110018	0.0210528213658543	medium	56
3_6514867_6514868	m6A	125	AT3G18890	3'UTR	260.2973862	86.2584770021596	0.0666900346389401	short	30
1_12012364_12012365	m6A	220.5	AT1G33120	3'UTR	263.038913	337.274091519468	0.0752810503867566	medium	86
2_11763272_11763273	m6A	32.5	AT2G27530	3'UTR	208.2161854	390.064541205225	0.00268472581834737	short	36
5_8865387_8865388	m6A	322.5	AT5G25460	CDS	228.8941521	159.777841109059	0.00650757849383159	medium	55
1_7297326_7297327	m6A	52	AT1G20950	3'UTR	313.4299271	49.9544399163222	0.147887055135111	short	13
5_453085_453086	m6A	164.5	AT5G02240	3'UTR	9.50415e+19	131.341542047121	0.0907391563995308	medium	52
4_458177_458178	m6A	523	AT4G01050	3'UTR	280.0830255	243.920892949077	0.0196030155871248	long	113
4_11034387_11034388	m6A	26.5	AT4G20480	3'UTR	81.20720556	32.3701680738879	0.166190053217117	medium	57
5_19572686_19572687	m6A	275	AT5G48300	3'UTR	178.0049534	172.858429228738	0.0389617952803403	short	38
3_5802831_5802832	m6A	170	AT3G17020	CDS	5476.984242	139.465903491914	0.113774729038351	medium	99
4_899695_899696	m6A	22	AT4G02050	CDS	98.1255222	7.58489867881744	0.146570486247654	short	38
3_5455743_5455744	m6A	363.5	AT3G16080	3'UTR	166.4800023	315.779442856285	0.00713098508697397	short	12
3_5121531_5121532	m6A	85.5	AT3G15210	CDS	20.96179305	73.474870194816	0.0203767054036878	medium	79
2_18841178_18841179	m6A	156	AT2G45740	3'UTR	100.555778	108.245370786249	0.0837959083352482	medium	97
5_6780292_6780293	m6A	34.5	AT5G20070	CDS	190.5340365	55.2097159138647	0.0225496181866295	medium	79
5_650244_650245	m6A	90	AT5G02840	CDS	60.13733105	35.6090126800663	0.0677737651147216	short	27
2_96463_96464	m6A	125	AT2G01140	CDS	1672.699008	161.226525799939	0.00977301174266185	medium	56
5_22605102_22605103	m6A	242.5	AT5G55850	3'UTR	1840.78849	104.695402900481	0.0410242920144685	short	47
4_13548551_13548552	m6A	98	AT4G26970	3'UTR	941.2379464	66.5163540958204	0.0820547484125614	short	15
1_18237186_18237187	m6A	26	AT1G49300	3'UTR	210.6300066	45.8205153524944	0.0375481386392811	long	118
2_5539781_5539782	m6A	2064	AT2G13360	CDS	129.0087206	721.500478231756	0.00421419430197129	short	24
4_8242732_8242733	m6A	562	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	medium	76
5_26872966_26872967	m6A	122.5	AT5G67360	CDS	155.4322605	141.029791931148	0.0157518436929081	short	39
4_14403455_14403456	m6A	61.5	AT4G29220	3'UTR	157.2872422	41.2588518237741	0.193976428352095	long	105
3_5455743_5455744	m6A	363.5	AT3G16080	3'UTR	166.4800023	315.779442856285	0.00713098508697397	medium	72
1_6462183_6462184	m6A	222	AT1G18730	3'UTR	108.8010221	137.929496382775	0.0323918248534035	medium	58
4_7846612_7846613	m6A	193.5	AT4G13495	intergenic	20.97184423	73.4344019917951	0.0259215830214667	long	105
5_5908324_5908325	m6A	22	AT5G17870	3'UTR	172.8682319	657.988759329756	0.0116698040606504	long	109
5_15384356_15384357	m6A	7918.5	AT5G38430	CDS	201.0879403	3287.41324519333	0.0022018105622488	medium	64
3_20878612_20878613	m6A	188.5	AT3G56290	3'UTR	77.74640809	223.936288589096	0.0491163069884039	medium	85
5_8865385_8865386	m6A	295	AT5G25460	CDS	228.8941521	159.777841109059	0.00650757849383159	short	0
3_21995842_21995843	m6A	646	AT3G59540	3'UTR	257.803111	508.224433351567	0.0459187678950603	medium	75
3_8536328_8536329	m6A	12	AT3G23710	3'UTR	93.91527306	9.03358336969711	0.288690476190476	medium	84
1_20401609_20401610	m6A	225	AT1G54630	3'UTR	48908.61044	136.172559027041	0.0088742689271609	short	25
3_22801162_22801163	m6A	11.5	AT3G61610	3'UTR	68.11525278	6.63325085215174	0.618181818181818	short	38
5_1615312_1615313	m6A	18	AT5G05450	3'UTR	175.2770141	17.0589510437122	0.313823847257382	short	37
5_21413904_21413905	m6A	170	AT5G52840	CDS	1264.279009	136.561873490887	0.00721142419885775	medium	80
3_21712911_21712912	m6A	91	AT3G58700	3'UTR	252.5688959	77.978553917571	0.115404855359009	short	16
2_10123789_10123790	m6A	40	AT2G23780	CDS	99.67935308	31.9014151441821	0.190172619789758	short	17
3_6613774_6613775	m6A	23.5	AT3G19130	CDS	111.5787207	41.6745168317337	0.252895067310695	short	40
3_21428704_21428705	m6A	293	AT3G57870	3'UTR	261.2261069	128.316894960075	0.00660937091004275	short	10
3_20453124_20453125	m6A	82.5	AT3G55170	3'UTR	245.7133579	61.9985284058112	0.152526938835803	long	113
4_8022210_8022211	m6A	141.5	AT4G13850	3'UTR	246.8947318	164.323950733576	0.00585175948594653	short	23
5_7365600_7365601	m6A	15	AT5G22250	3'UTR	10.81005281	5.73817089450236	0.105263157894737	medium	58
5_21413904_21413905	m6A	170	AT5G52840	CDS	1264.279009	136.561873490887	0.00721142419885775	short	37
5_17969505_17969506	m6A	58.5	AT5G44572	3'UTR	145.991225	21.689912471754	0.0505698005698006	short	24
4_8242663_8242664	m6A	606.5	AT4G14320	3'UTR	683.2563446	452.861223808229	0.0160936228093785	medium	73
5_6836214_6836215	m6A	220.5	AT5G20250	CDS	54.0029026	45.5942438764291	0.0150168857651496	short	9
5_9209684_9209685	m6A	764	AT5G26280	CDS	339.7892758	120.487446817295	0.00620322383549336	short	16
5_7167229_7167230	m6A	23.5	AT5G21090	3'UTR	5.64126e+19	259.559443236417	0.059439498101787	medium	73
5_19406183_19406184	m6A	15	AT5G47930	3'UTR	282.9543214	416.171217585889	0.0470373839621195	medium	97
2_17812182_17812183	m6A	26.5	AT2G42810	3'UTR	122.7694757	26.1066763806634	0.252512005667365	long	205
2_11764016_11764017	m6A	561	AT2G27530	CDS	208.2161854	390.064541205225	0.00268472581834737	medium	95
1_16648582_16648583	m6A	23.5	AT1G43890	3'UTR	174.5304782	63.9442499609049	0.297773955128612	medium	52
5_25697526_25697527	m6A	108	AT5G64250	3'UTR	108.8410315	50.607038420331	0.0789263253704614	long	110
5_5379921_5379922	m6A	393.5	AT5G16470	3'UTR	208.1453349	179.918007108834	0.015027791432286	short	12
4_9703657_9703658	m6A	18	AT4G17360	3'UTR	76.19876224	6.64739281940582	0.213807620950478	long	177
5_14998961_14998962	m6A	93	AT5G37770	3'UTR	21.25697438	51.4596924762182	0.0191128741435269	short	38
1_1645588_1645589	m6A	250.5	AT1G05560	3'UTR	40.0865899	40.7016560541869	0.00764250110388398	medium	60
3_8423181_8423182	m6A	197.5	AT3G23490	3'UTR	72.46597281	89.4407537393217	0.149490779314496	short	18
5_23571244_23571245	m6A	82.5	AT5G58290	3'UTR	362.3725029	98.8723802024542	0.137568063533183	medium	80
3_19032712_19032713	m6A	101.5	AT3G51260	CDS	528.600883	81.1042627857169	0.164693947029544	short	19
1_633194_633195	m6A	24	AT1G02850	3'UTR	4394.16805	54.8844506670209	0.138940216416193	medium	57
1_1190529_1190530	m6A	685.5	AT1G04410	CDS	259.3871595	571.035257921824	0.00675247094630273	medium	71
1_29641949_29641950	m6A	333.5	AT1G78850	3'UTR	226.3202974	336.384225765122	0.00353071831914841	medium	86
2_17895187_17895188	m6A	555	AT2G43030	CDS	436.9663651	437.307525324413	0.00224785505570707	short	25
1_21379830_21379831	m6A	239	AT1G57720	CDS	4018.543487	261.761788212405	0.00585548088434891	short	0
5_23207044_23207045	m6A	677.5	AT5G57290	3'UTR	834.7587898	432.320946704697	0.075105674239608	medium	59
1_9315855_9315856	m6A	311	AT1G26880	CDS	187.1848151	307.483309794121	0.160666663176303	long	133
4_8243149_8243150	m6A	552.5	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	long	123
3_18504778_18504779	m6A	1045.5	AT3G49910	3'UTR	204.5225086	794.775626979685	0.00651323098862025	short	14
3_20363420_20363421	m6A	41.5	AT3G54960	3'UTR	201.3906182	35.7504323526071	0.0960144841316458	short	38
1_28152008_28152009	m6A	108	AT1G74960	3'UTR	255.2546172	68.7894089080791	0.0142947496458268	short	50
3_5802713_5802714	m6A	222	AT3G17020	3'UTR	5476.984242	139.465903491914	0.113774729038351	long	112
1_5515893_5515894	m6A	236	AT1G16080	3'UTR	158.0484817	126.213543754865	0.011990204157745	medium	78
1_27064366_27064367	m6A	24.5	AT1G71900	3'UTR	108.5830977	11.8743848824401	0.268935377051585	medium	98
5_19611899_19611900	m6A	54.5	AT5G48385	3'UTR	3083.694153	45.565959941921	0.273142267497774	short	31
1_6945038_6945039	m6A	13	AT1G20020	3'UTR	199.2051694	316.472399251735	0.0260045144085578	medium	66
5_6956781_6956782	m6A	95	AT5G20570	3'UTR	211.698709	90.1944140244303	0.167441024191234	long	107
5_22935763_22935764	m6A	656.5	AT5G56670	CDS	374.8059245	457.203455363321	0.0418941086918022	short	39
4_16112757_16112758	m6A	20.5	AT4G33500	3'UTR	70.73434092	19.5158514302739	0.164637437037804	long	120
2_12359102_12359103	m6A	273.5	AT2G28800	CDS	338.547383	217.260611835182	0.0260120372722821	medium	92
5_6973139_6973140	m6A	64.5	AT5G20620	3'UTR	3071.974067	45.6932376472077	0.198638367997514	short	46
1_13210346_13210347	m6A	374	AT1G35680	3'UTR	306.8707023	417.320852954112	0.0236176671302208	medium	91
3_5455743_5455744	m6A	363.5	AT3G16080	3'UTR	166.4800023	315.779442856285	0.00713098508697397	long	120
1_27304555_27304556	m6A	137.5	AT1G72510	3'UTR	43.79368164	65.5343543243254	0.00826645735330082	short	20
3_19398184_19398185	m6A	467.5	AT3G52300	3'UTR	283.5314502	281.829176365588	0.0313735057666932	long	123
1_18237167_18237168	m6A	43.5	AT1G49300	3'UTR	210.6300066	45.8205153524944	0.0375481386392811	short	7
5_26521544_26521545	m6A	34	AT5G66410	3'UTR	159.2728489	29.4162308231122	0.468515964518467	short	25
1_18237186_18237187	m6A	26	AT1G49300	3'UTR	210.6300066	45.8205153524944	0.0375481386392811	long	114
1_24540680_24540681	m6A	685.5	AT1G65930	CDS	348.4411429	270.239698838551	0.00554790820337998	medium	91
3_3960473_3960474	m6A	128.5	AT3G12490	3'UTR	832.5079655	108.913039765571	0.0483815970982675	medium	54
2_10327249_10327250	m6A	10	AT2G24270	3'UTR	189.3276965	288.605914900601	0.0204190265966259	short	20
5_4338671_4338672	m6A	28	AT5G13500	5'UTR	2510.407855	18.0388828048861	0.273656871315871	long	125
5_14814785_14814786	m6A	18.5	AT5G37370	CDS	174.5901026	14.7293283624372	0.0387637764282501	long	172
2_6934408_6934409	m6A	59.5	AT2G15910	3'UTR	82.33343277	55.7899835133987	0.194642891655244	short	14
1_11482822_11482823	m6A	45	AT1G31970	3'UTR	224.1369597	45.1113489794692	0.302973293789487	medium	84
5_26547236_26547237	m6A	51.5	AT5G66490	3'UTR	37.48822273	18.1237346084105	0.04	medium	85
5_16368855_16368856	m6A	162.5	AT5G40850	3'UTR	16.00384863	41.8017945370204	0.0530860173084861	medium	62
2_14464684_14464685	m6A	291.5	AT2G34250	3'UTR	629.2548478	188.157572301981	0.0305299224997955	short	44
1_24655434_24655435	m6A	1611.5	AT1G66200	3'UTR	81.80796975	393.038490349224	0.00299898972752835	short	47
4_1057981_1057982	m6A	17.5	AT4G02400	3'UTR	107.477563	19.3373359682745	0.576316841053683	short	24
5_1493987_1493988	m6A	69.5	AT5G05060	3'UTR	2406.483884	50.8353779067175	0.279362820626721	short	16
3_22657523_22657524	m6A	86	AT3G61200	3'UTR	308.556578	56.1613637405304	0.0237961926091825	medium	73
2_7566398_7566399	m6A	142	AT2G17420	3'UTR	457.243995	95.1930666010781	0.00668711536663047	medium	98
3_5802713_5802714	m6A	222	AT3G17020	3'UTR	5476.984242	139.465903491914	0.113774729038351	medium	74
5_5908324_5908325	m6A	22	AT5G17870	3'UTR	172.8682319	657.988759329756	0.0116698040606504	short	42
5_2820934_2820935	m6A	202	AT5G08670	CDS	13208.10318	266.790792733882	0.0449199657825447	medium	100
2_18814789_18814790	m6A	51	AT2G45670	3'UTR	170.4729277	35.722148418099	0.194756972065826	medium	89
5_5363947_5363948	m6A	174	AT5G16400	CDS	183.5112012	106.101661689598	0.118453202649113	medium	58
5_18576050_18576051	m6A	26	AT5G45800	CDS	31.51263914	20.4109313879233	0.0876933886006467	long	113
1_29932367_29932368	m6A	19	AT1G79560	3'UTR	200.9544264	24.5589979190052	0.253911742889482	medium	74
3_4916996_4916997	m6A	35	AT3G14620	3'UTR	67.15151349	17.9398890341075	0.0580830200508765	long	162
2_13392621_13392622	m6A	83.5	AT2G31410	CDS	72.44479824	103.986236527456	0.0605686538524047	short	21
2_18814732_18814733	m6A	40.5	AT2G45670	3'UTR	170.4729277	35.722148418099	0.194756972065826	medium	71
1_8080267_8080268	m6A	380	AT1G22840	CDS	278.3878366	231.434821584204	0.106227561663237	medium	88
3_20453026_20453027	m6A	43	AT3G55170	3'UTR	245.7133579	61.9985284058112	0.152526938835803	short	38
2_13846997_13846998	m6A	17	AT2G32640	3'UTR	58.13716559	13.7635385685174	0.275632422380472	long	143
5_4337589_4337590	m6A	31	AT5G13490	3'UTR	23144.33209	65.9203234608279	0.129214028293066	medium	58
1_25571625_25571626	m6A	24.5	AT1G68220	3'UTR	223.795266	29.0040457624227	0.301685200330694	medium	83
1_9207300_9207301	m6A	302.5	AT1G26630	3'UTR	9.89092e+19	1160.4084479712	0.00375641418183107	short	14
1_20401609_20401610	m6A	225	AT1G54630	3'UTR	48908.61044	136.172559027041	0.0088742689271609	long	137
3_23242750_23242751	m6A	463	AT3G62870	3'UTR	374.5013288	503.32891056634	0.00446888489499219	medium	90
5_5082118_5082119	m6A	63	AT5G15610	3'UTR	160.5487412	36.4899506704616	0.219490906832451	short	20
1_29484446_29484447	m6A	604	AT1G78370	CDS	508.876562	628.568392486	0.00355469829057194	short	36
5_1408130_1408131	m6A	31	AT5G04850	3'UTR	271.9388884	20.8938262848832	0.172656239412723	short	32
1_1141704_1141705	m6A	581	AT1G04270	3'UTR	475.4875598	551.648752207159	0.0538579535453418	medium	77
3_20026488_20026489	m6A	33	AT3G54080	3'UTR	90.62843375	23.3540304556543	0.0355416853261681	short	23
1_21044733_21044734	m6A	66.5	AT1G56220	3'UTR	34.75620921	86.2301930676514	0.00701514435759257	short	13
5_4388466_4388467	m6A	1195	AT5G13630	CDS	267.9811755	724.016014497652	0.00216570457661676	medium	68
3_5347869_5347870	m6A	66	AT3G15810	3'UTR	43.76474639	60.0528068507176	0.0861261782838549	short	33
1_29637091_29637092	m6A	243	AT1G78830	3'UTR	119.9429481	136.598886054984	0.0102485418122541	short	48
1_1645588_1645589	m6A	250.5	AT1G05560	3'UTR	40.0865899	40.7016560541869	0.00764250110388398	short	33
5_6761892_6761893	m6A	352	AT5G20010	3'UTR	110.1597794	253.950618057522	0.00381891947515737	long	117
1_21379830_21379831	m6A	239	AT1G57720	CDS	4018.543487	261.761788212405	0.00585548088434891	medium	63
1_2846985_2846986	m6A	101	AT1G08880	3'UTR	54.48236989	137.421188166042	0.0189872186600168	medium	77
3_20453026_20453027	m6A	43	AT3G55170	3'UTR	245.7133579	61.9985284058112	0.152526938835803	short	10
4_8242732_8242733	m6A	562	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	short	22
5_26061388_26061389	m6A	928.5	AT5G65220	CDS	249.65552	567.014469096029	0.00218221227714483	short	28
2_1823408_1823409	m6A	7795.5	AT2G05100	3'UTR	126.7452105	3099.94157307662	0.000740499311964253	short	16
2_10183072_10183073	m6A	159	AT2G23930	3'UTR	462.2942103	161.709420696899	0.00745598844742099	medium	70
4_11174408_11174409	m6A	98.5	AT4G20860	3'UTR	102.7921303	72.3110928593391	0.0214869599254921	medium	51
4_8243149_8243150	m6A	552.5	AT4G14320	CDS	683.2563446	452.861223808229	0.0160936228093785	long	103
1_18035978_18035979	m6A	79.5	AT1G48750	5'UTR	63.11982772	0	0.011536545128171	short	23
3_5802831_5802832	m6A	170	AT3G17020	CDS	5476.984242	139.465903491914	0.113774729038351	short	49
3_4429458_4429459	m6A	59.5	AT3G13570	3'UTR	146.0000846	43.1232015226134	0.272162985799115	medium	66
2_10327249_10327250	m6A	10	AT2G24270	3'UTR	189.3276965	288.605914900601	0.0204190265966259	long	105
5_17979652_17979653	m6A	387	AT5G44580	CDS	709.2873552	249.123737098245	0.00835202140171714	medium	58
